"","path","anomaly"
"2018-04-24 09:02:19","FY18_LT_baseline_1/WB_photos/102GOPRO/G0020054.JPG",False
"2018-04-24 09:04:25","FY18_LT_baseline_1/WB_photos/102GOPRO/G0030055.JPG",False
"2018-04-24 09:04:55","FY18_LT_baseline_1/WB_photos/102GOPRO/G0030056.JPG",False
"2018-04-24 09:05:25","FY18_LT_baseline_1/WB_photos/102GOPRO/G0030057.JPG",False
"2018-04-24 09:05:55","FY18_LT_baseline_1/WB_photos/102GOPRO/G0030058.JPG",False
"2018-04-24 09:06:25","FY18_LT_baseline_1/WB_photos/102GOPRO/G0030059.JPG",False
"2018-04-24 09:06:55","FY18_LT_baseline_1/WB_photos/102GOPRO/G0030060.JPG",False
"2018-04-24 09:07:25","FY18_LT_baseline_1/WB_photos/102GOPRO/G0030061.JPG",False
"2018-04-24 09:07:55","FY18_LT_baseline_1/WB_photos/102GOPRO/G0030062.JPG",False
"2018-04-24 09:08:25","FY18_LT_baseline_1/WB_photos/102GOPRO/G0030063.JPG",False
"2018-04-24 09:08:55","FY18_LT_baseline_1/WB_photos/102GOPRO/G0030064.JPG",False
"2018-04-24 09:09:25","FY18_LT_baseline_1/WB_photos/102GOPRO/G0030065.JPG",False
"2018-04-24 09:09:55","FY18_LT_baseline_1/WB_photos/102GOPRO/G0030066.JPG",False
"2018-04-24 09:10:25","FY18_LT_baseline_1/WB_photos/102GOPRO/G0030067.JPG",False
"2018-04-24 09:10:55","FY18_LT_baseline_1/WB_photos/102GOPRO/G0030068.JPG",False
"2018-04-24 09:11:25","FY18_LT_baseline_1/WB_photos/102GOPRO/G0030069.JPG",False
"2018-04-24 09:11:55","FY18_LT_baseline_1/WB_photos/102GOPRO/G0030070.JPG",False
"2018-04-24 09:12:25","FY18_LT_baseline_1/WB_photos/102GOPRO/G0030071.JPG",False
"2018-04-24 09:12:55","FY18_LT_baseline_1/WB_photos/102GOPRO/G0030072.JPG",False
"2018-04-24 09:13:25","FY18_LT_baseline_1/WB_photos/102GOPRO/G0030073.JPG",False
"2018-04-24 09:13:55","FY18_LT_baseline_1/WB_photos/102GOPRO/G0030074.JPG",False
